"scenario","rep","method","idx","lambda"
"independent",34,"ncv1_1se",48,0.0262689904519582
"independent",35,"ncv1_min",42,0.04439064791502
"independent",35,"ncv1_1se",48,0.0262689904519582
"independent",36,"ncv1_min",38,0.0629781962783572
"independent",36,"ncv1_1se",46,0.0312890768355088
"independent",37,"ncv1_min",40,0.0528738398200432
"independent",37,"ncv1_1se",46,0.0312890768355088
"independent",38,"ncv1_min",39,0.0577052775937964
"independent",38,"ncv1_1se",47,0.0286693644966638
"independent",39,"ncv1_min",38,0.0629781962783572
"independent",39,"ncv1_1se",43,0.0406739921413883
"independent",40,"ncv1_min",38,0.0629781962783572
"independent",40,"ncv1_1se",46,0.0312890768355088
"independent",41,"ncv1_min",40,0.0528738398200432
"independent",41,"ncv1_1se",49,0.0240695903617038
"independent",42,"ncv1_min",38,0.0629781962783572
"independent",42,"ncv1_1se",46,0.0312890768355088
"independent",43,"ncv1_min",39,0.0577052775937964
"independent",43,"ncv1_1se",46,0.0312890768355088
"independent",44,"ncv1_min",44,0.0372685174563073
"independent",44,"ncv1_1se",49,0.0240695903617038
"independent",45,"ncv1_min",40,0.0528738398200432
"independent",45,"ncv1_1se",45,0.0341481698812089
"independent",46,"ncv1_min",41,0.048446919482736
"independent",46,"ncv1_1se",45,0.0341481698812089
"independent",47,"ncv1_min",40,0.0528738398200432
"independent",47,"ncv1_1se",45,0.0341481698812089
"independent",48,"ncv1_min",39,0.0577052775937964
"independent",48,"ncv1_1se",47,0.0286693644966638
"independent",49,"ncv1_min",37,0.0687329369489366
"independent",49,"ncv1_1se",40,0.0528738398200432
"independent",50,"ncv1_min",41,0.048446919482736
"independent",50,"ncv1_1se",44,0.0372685174563073
"independent",51,"ncv1_min",43,0.0406739921413883
"independent",51,"ncv1_1se",51,0.020207813823276
"independent",52,"ncv1_min",40,0.0528738398200432
"independent",52,"ncv1_1se",44,0.0372685174563073
"independent",53,"ncv1_min",42,0.04439064791502
"independent",53,"ncv1_1se",47,0.0286693644966638
"independent",54,"ncv1_min",39,0.0577052775937964
"independent",54,"ncv1_1se",47,0.0286693644966638
"independent",55,"ncv1_min",37,0.0687329369489366
"independent",55,"ncv1_1se",42,0.04439064791502
"independent",56,"ncv1_min",41,0.048446919482736
"independent",56,"ncv1_1se",47,0.0286693644966638
"independent",57,"ncv1_min",39,0.0577052775937964
"independent",57,"ncv1_1se",44,0.0372685174563073
"independent",58,"ncv1_min",40,0.0528738398200432
"independent",58,"ncv1_1se",48,0.0262689904519582
"independent",59,"ncv1_min",40,0.0528738398200432
"independent",59,"ncv1_1se",48,0.0262689904519582
"independent",60,"ncv1_min",43,0.0406739921413883
"independent",60,"ncv1_1se",46,0.0312890768355088
"independent",61,"ncv1_min",38,0.0629781962783572
"independent",61,"ncv1_1se",43,0.0406739921413883
"independent",62,"ncv1_min",38,0.0629781962783572
"independent",62,"ncv1_1se",48,0.0262689904519582
"independent",63,"ncv1_min",41,0.048446919482736
"independent",63,"ncv1_1se",53,0.0169656289691538
"independent",64,"ncv1_min",42,0.04439064791502
"independent",64,"ncv1_1se",49,0.0240695903617038
"independent",65,"ncv1_min",40,0.0528738398200432
"independent",65,"ncv1_1se",50,0.0220543374607316
"independent",66,"ncv1_min",39,0.0577052775937964
"independent",66,"ncv1_1se",43,0.0406739921413883
"independent",67,"ncv1_min",41,0.048446919482736
"independent",67,"ncv1_1se",48,0.0262689904519582
"independent",68,"ncv1_min",40,0.0528738398200432
"independent",68,"ncv1_1se",43,0.0406739921413883
"independent",69,"ncv1_min",38,0.0629781962783572
"independent",69,"ncv1_1se",46,0.0312890768355088
"independent",70,"ncv1_min",40,0.0528738398200432
"independent",70,"ncv1_1se",47,0.0286693644966638
"independent",71,"ncv1_min",40,0.0528738398200432
"independent",71,"ncv1_1se",45,0.0341481698812089
"independent",72,"ncv1_min",40,0.0528738398200432
"independent",72,"ncv1_1se",48,0.0262689904519582
"independent",73,"ncv1_min",41,0.048446919482736
"independent",73,"ncv1_1se",45,0.0341481698812089
"independent",74,"ncv1_min",42,0.04439064791502
"independent",74,"ncv1_1se",49,0.0240695903617038
"independent",75,"ncv1_min",39,0.0577052775937964
"independent",75,"ncv1_1se",43,0.0406739921413883
"independent",76,"ncv1_min",38,0.0629781962783572
"independent",76,"ncv1_1se",43,0.0406739921413883
"independent",77,"ncv1_min",42,0.04439064791502
"independent",77,"ncv1_1se",49,0.0240695903617038
"independent",78,"ncv1_min",40,0.0528738398200432
"independent",78,"ncv1_1se",45,0.0341481698812089
"independent",79,"ncv1_min",39,0.0577052775937964
"independent",79,"ncv1_1se",44,0.0372685174563073
"independent",80,"ncv1_min",41,0.048446919482736
"independent",80,"ncv1_1se",44,0.0372685174563073
"correlated",1,"ncv1_min",37,0.0687329369489366
"correlated",1,"ncv1_1se",44,0.0372685174563073
"correlated",2,"ncv1_min",40,0.0528738398200432
"correlated",2,"ncv1_1se",47,0.0286693644966638
"correlated",3,"ncv1_min",34,0.089348846947856
"correlated",3,"ncv1_1se",40,0.0528738398200432
"correlated",4,"ncv1_min",40,0.0528738398200432
"correlated",4,"ncv1_1se",44,0.0372685174563073
"correlated",5,"ncv1_min",39,0.0577052775937964
"correlated",5,"ncv1_1se",48,0.0262689904519582
"correlated",6,"ncv1_min",36,0.0750135269156635
"correlated",6,"ncv1_1se",50,0.0220543374607316
"correlated",7,"ncv1_min",34,0.089348846947856
"correlated",7,"ncv1_1se",40,0.0528738398200432
"correlated",8,"ncv1_min",35,0.0818680165596217
"correlated",8,"ncv1_1se",41,0.048446919482736
"correlated",9,"ncv1_min",37,0.0687329369489366
"correlated",9,"ncv1_1se",42,0.04439064791502
"correlated",10,"ncv1_min",35,0.0818680165596217
"correlated",10,"ncv1_1se",52,0.0185158924063475
"correlated",11,"ncv1_min",38,0.0629781962783572
"correlated",11,"ncv1_1se",46,0.0312890768355088
"correlated",12,"ncv1_min",31,0.116148338850154
"correlated",12,"ncv1_1se",35,0.0818680165596217
"correlated",13,"ncv1_min",35,0.0818680165596217
"correlated",13,"ncv1_1se",47,0.0286693644966638
"correlated",14,"ncv1_min",38,0.0629781962783572
"correlated",14,"ncv1_1se",52,0.0185158924063475
"correlated",15,"ncv1_min",37,0.0687329369489366
"correlated",15,"ncv1_1se",44,0.0372685174563073
"correlated",16,"ncv1_min",36,0.0750135269156635
"correlated",16,"ncv1_1se",41,0.048446919482736
"correlated",17,"ncv1_min",38,0.0629781962783572
"correlated",17,"ncv1_1se",44,0.0372685174563073
"correlated",18,"ncv1_min",35,0.0818680165596217
"correlated",18,"ncv1_1se",42,0.04439064791502
"correlated",19,"ncv1_min",34,0.089348846947856
"correlated",19,"ncv1_1se",47,0.0286693644966638
"correlated",20,"ncv1_min",32,0.106423691554815
"correlated",20,"ncv1_1se",39,0.0577052775937964
"correlated",21,"ncv1_min",38,0.0629781962783572
"correlated",21,"ncv1_1se",44,0.0372685174563073
"correlated",22,"ncv1_min",36,0.0750135269156635
"correlated",22,"ncv1_1se",46,0.0312890768355088
"correlated",23,"ncv1_min",34,0.089348846947856
"correlated",23,"ncv1_1se",48,0.0262689904519582
"correlated",24,"ncv1_min",33,0.0975132510398305
"correlated",24,"ncv1_1se",38,0.0629781962783572
"correlated",25,"ncv1_min",34,0.089348846947856
"correlated",25,"ncv1_1se",38,0.0629781962783572
"correlated",26,"ncv1_min",36,0.0750135269156635
"correlated",26,"ncv1_1se",50,0.0220543374607316
"correlated",27,"ncv1_min",32,0.106423691554815
"correlated",27,"ncv1_1se",43,0.0406739921413883
"correlated",28,"ncv1_min",36,0.0750135269156635
"correlated",28,"ncv1_1se",49,0.0240695903617038
"correlated",29,"ncv1_min",36,0.0750135269156635
"correlated",29,"ncv1_1se",50,0.0220543374607316
"correlated",30,"ncv1_min",33,0.0975132510398305
"correlated",30,"ncv1_1se",40,0.0528738398200432
"correlated",31,"ncv1_min",38,0.0629781962783572
"correlated",31,"ncv1_1se",42,0.04439064791502
"correlated",32,"ncv1_min",34,0.089348846947856
"correlated",32,"ncv1_1se",49,0.0240695903617038
"correlated",33,"ncv1_min",35,0.0818680165596217
"correlated",33,"ncv1_1se",46,0.0312890768355088
"correlated",34,"ncv1_min",36,0.0750135269156635
"correlated",34,"ncv1_1se",46,0.0312890768355088
"correlated",35,"ncv1_min",36,0.0750135269156635
"correlated",35,"ncv1_1se",46,0.0312890768355088
"correlated",36,"ncv1_min",33,0.0975132510398305
"correlated",36,"ncv1_1se",40,0.0528738398200432
"correlated",37,"ncv1_min",37,0.0687329369489366
"correlated",37,"ncv1_1se",47,0.0286693644966638
"correlated",38,"ncv1_min",35,0.0818680165596217
"correlated",38,"ncv1_1se",47,0.0286693644966638
"correlated",39,"ncv1_min",35,0.0818680165596217
"correlated",39,"ncv1_1se",40,0.0528738398200432
"correlated",40,"ncv1_min",41,0.048446919482736
"correlated",40,"ncv1_1se",52,0.0185158924063475
"correlated",41,"ncv1_min",32,0.106423691554815
"correlated",41,"ncv1_1se",36,0.0750135269156635
"correlated",42,"ncv1_min",35,0.0818680165596217
"correlated",42,"ncv1_1se",42,0.04439064791502
"correlated",43,"ncv1_min",35,0.0818680165596217
"correlated",43,"ncv1_1se",45,0.0341481698812089
"correlated",44,"ncv1_min",36,0.0750135269156635
"correlated",44,"ncv1_1se",42,0.04439064791502
"correlated",45,"ncv1_min",34,0.089348846947856
"correlated",45,"ncv1_1se",41,0.048446919482736
"correlated",46,"ncv1_min",34,0.089348846947856
"correlated",46,"ncv1_1se",44,0.0372685174563073
"correlated",47,"ncv1_min",37,0.0687329369489366
"correlated",47,"ncv1_1se",46,0.0312890768355088
"correlated",48,"ncv1_min",33,0.0975132510398305
"correlated",48,"ncv1_1se",47,0.0286693644966638
"correlated",49,"ncv1_min",38,0.0629781962783572
"correlated",49,"ncv1_1se",47,0.0286693644966638
"correlated",50,"ncv1_min",38,0.0629781962783572
"correlated",50,"ncv1_1se",46,0.0312890768355088
"correlated",51,"ncv1_min",35,0.0818680165596217
"correlated",51,"ncv1_1se",45,0.0341481698812089
"correlated",52,"ncv1_min",34,0.089348846947856
"correlated",52,"ncv1_1se",51,0.020207813823276
"correlated",53,"ncv1_min",37,0.0687329369489366
"correlated",53,"ncv1_1se",44,0.0372685174563073
"correlated",54,"ncv1_min",33,0.0975132510398305
"correlated",54,"ncv1_1se",45,0.0341481698812089
"correlated",55,"ncv1_min",36,0.0750135269156635
"correlated",55,"ncv1_1se",45,0.0341481698812089
"correlated",56,"ncv1_min",39,0.0577052775937964
"correlated",56,"ncv1_1se",49,0.0240695903617038
"correlated",57,"ncv1_min",36,0.0750135269156635
"correlated",57,"ncv1_1se",41,0.048446919482736
"correlated",58,"ncv1_min",35,0.0818680165596217
"correlated",58,"ncv1_1se",52,0.0185158924063475
"correlated",59,"ncv1_min",40,0.0528738398200432
"correlated",59,"ncv1_1se",47,0.0286693644966638
"correlated",60,"ncv1_min",35,0.0818680165596217
"correlated",60,"ncv1_1se",45,0.0341481698812089
"correlated",61,"ncv1_min",37,0.0687329369489366
"correlated",61,"ncv1_1se",47,0.0286693644966638
"correlated",62,"ncv1_min",37,0.0687329369489366
"correlated",62,"ncv1_1se",48,0.0262689904519582
"correlated",63,"ncv1_min",37,0.0687329369489366
"correlated",63,"ncv1_1se",46,0.0312890768355088
"correlated",64,"ncv1_min",33,0.0975132510398305
"correlated",64,"ncv1_1se",47,0.0286693644966638
"correlated",65,"ncv1_min",43,0.0406739921413883
"correlated",65,"ncv1_1se",48,0.0262689904519582
"correlated",66,"ncv1_min",33,0.0975132510398305
"correlated",66,"ncv1_1se",43,0.0406739921413883
"correlated",67,"ncv1_min",33,0.0975132510398305
"correlated",67,"ncv1_1se",36,0.0750135269156635
"correlated",68,"ncv1_min",35,0.0818680165596217
"correlated",68,"ncv1_1se",46,0.0312890768355088
"correlated",69,"ncv1_min",34,0.089348846947856
"correlated",69,"ncv1_1se",40,0.0528738398200432
"correlated",70,"ncv1_min",34,0.089348846947856
"correlated",70,"ncv1_1se",48,0.0262689904519582
"correlated",71,"ncv1_min",33,0.0975132510398305
"correlated",71,"ncv1_1se",48,0.0262689904519582
"correlated",72,"ncv1_min",38,0.0629781962783572
"correlated",72,"ncv1_1se",44,0.0372685174563073
"correlated",73,"ncv1_min",38,0.0629781962783572
"correlated",73,"ncv1_1se",46,0.0312890768355088
"correlated",74,"ncv1_min",38,0.0629781962783572
"correlated",74,"ncv1_1se",46,0.0312890768355088
"correlated",75,"ncv1_min",35,0.0818680165596217
"correlated",75,"ncv1_1se",47,0.0286693644966638
"correlated",76,"ncv1_min",35,0.0818680165596217
"correlated",76,"ncv1_1se",41,0.048446919482736
"correlated",77,"ncv1_min",37,0.0687329369489366
"correlated",77,"ncv1_1se",47,0.0286693644966638
"correlated",78,"ncv1_min",39,0.0577052775937964
"correlated",78,"ncv1_1se",54,0.0155451630416861
"correlated",79,"ncv1_min",36,0.0750135269156635
"correlated",79,"ncv1_1se",47,0.0286693644966638
"correlated",80,"ncv1_min",34,0.089348846947856
"correlated",80,"ncv1_1se",47,0.0286693644966638
